"Rk","Gtm","Date","Var.4","Opp","Rslt","PA","AB","R","H","X2B","X3B","HR","RBI","BB","IBB","SO","HBP","SH","SF","ROE","GDP","SB","CS","BA","OBP","SLG","OPS","LOB","X.","Thr","Opp..Starter..GmeSc.","Team","Field"
95,95,"Jul 20","@","SFG","W,5-2",36,34,5,9,2,0,2,5,2,0,7,0,0,0,0,0,0,1,0.232,0.298,0.393,0.691,4,"14","L","M.Bumgarner(49)","SDP","Away"
96,96,"Jul 21","@","SFG","W,12-9",57,50,12,20,3,3,2,12,6,0,8,0,1,0,1,1,0,0,0.235,0.301,0.398,0.698,12,"19","R","J.Samardzija(29)","SDP","Away"
97,97,"Jul 22","@","SFG","L,4-5",46,43,4,8,1,1,1,4,1,0,13,2,0,0,0,0,0,1,0.234,0.3,0.397,0.697,6,"17","L","M.Moore(49)","SDP","Away"
98,98,"Jul 23","@","SFG","W,5-2",40,36,5,9,3,0,1,5,4,1,10,0,0,0,1,1,0,0,0.235,0.3,0.397,0.697,8,"13","L","T.Blach(47)","SDP","Away"
99,99,"Jul 24","","NYM","L,3-5",36,34,3,8,2,0,2,3,2,0,9,0,0,0,0,1,0,0,0.235,0.3,0.398,0.698,6,"13","R","J.deGrom(70)","SDP","Home"
100,100,"Jul 25","","NYM","L,5-6",37,36,5,10,1,0,2,5,0,0,4,0,0,1,1,0,0,0,0.235,0.3,0.399,0.698,5,"16","R","S.Lugo(43)","SDP","Home"
101,101,"Jul 26","","NYM","W,6-3",35,33,6,10,2,2,1,6,1,0,11,1,0,0,0,1,0,0,0.236,0.3,0.4,0.7,5,"15","L","S.Matz(21)","SDP","Home"
102,102,"Jul 27","","NYM","W,7-5",35,28,7,7,1,0,2,6,6,0,6,1,0,0,0,2,0,1,0.236,0.301,0.401,0.702,4,"13","R","C.Flexen(33)","SDP","Home"
103,103,"Jul 28","","PIT","W,3-2",35,28,3,6,2,0,0,2,6,1,6,1,0,0,1,2,0,0,0.236,0.302,0.4,0.702,8,"14","R","C.Kuhl(51)","SDP","Home"
104,104,"Jul 29","","PIT","W,4-2",31,30,4,8,2,2,1,4,1,0,9,0,0,0,0,1,1,1,0.236,0.301,0.402,0.703,3,"13","R","I.Nova(41)","SDP","Home"
105,105,"Jul 30","","PIT","L,1-7",35,32,1,6,2,0,1,1,2,0,11,1,0,0,0,1,0,0,0.235,0.301,0.401,0.702,7,"12","R","G.Cole(69)","SDP","Home"
106,106,"Aug 1","","MIN","W,3-0",28,25,3,4,1,0,1,3,2,0,5,0,0,1,0,1,0,0,0.235,0.3,0.401,0.701,1,"13","R","J.Berrios(71)","SDP","Home"
107,107,"Aug 2","","MIN","L,2-5",32,31,2,4,0,0,1,2,1,0,9,0,0,0,0,0,0,0,0.234,0.299,0.399,0.698,3,"14","R","E.Santana(79)","SDP","Home"
108,108,"Aug 4","@","PIT","L,6-10",42,36,6,9,1,0,3,5,5,0,9,1,0,0,1,1,0,0,0.234,0.3,0.4,0.7,9,"18","R","I.Nova(53)","SDP","Away"
109,109,"Aug 5","@","PIT","W,5-2",41,36,5,10,2,0,2,5,4,0,7,1,0,0,0,1,1,0,0.235,0.301,0.401,0.702,9,"16","R","G.Cole(47)","SDP","Away"
110,110,"Aug 6","@","PIT","L,4-5",50,44,4,9,1,0,0,3,5,0,14,0,1,0,1,1,1,0,0.234,0.3,0.399,0.7,10,"19","R","J.Taillon(61)","SDP","Away"
111,111,"Aug 7","@","CIN","L,3-11",36,34,3,8,3,0,2,3,1,0,11,0,1,0,0,0,1,0,0.234,0.3,0.4,0.7,6,"13","R","T.Adleman(47)","SDP","Away"
112,112,"Aug 8","@","CIN","W,7-3",41,33,7,11,3,0,2,6,3,0,7,1,2,2,0,0,0,0,0.235,0.301,0.402,0.703,7,"13","R","S.Romano(34)","SDP","Away"
113,113,"Aug 9","@","CIN","L,3-8",34,34,3,7,1,0,2,3,0,0,8,0,0,0,0,0,0,0,0.235,0.3,0.402,0.702,4,"12","R","A.Wojciechowski(49)","SDP","Away"
114,114,"Aug 10","@","CIN","L,3-10",38,33,3,8,1,0,1,3,4,0,6,0,1,0,0,0,0,0,0.235,0.3,0.402,0.702,8,"14","R","L.Castillo(49)","SDP","Away"
115,115,"Aug 11","@","LAD","W,4-3",36,33,4,7,0,0,3,4,3,0,12,0,0,0,0,0,0,0,0.235,0.3,0.403,0.703,5,"13","L","R.Hill(60)","SDP","Away"
116,116,"Aug 12","@","LAD","L,3-6",40,37,3,10,2,1,1,3,3,0,10,0,0,0,0,0,1,0,0.235,0.3,0.403,0.703,10,"15","L","H.Ryu(44)","SDP","Away"
117,117,"Aug 13","@","LAD","L,4-6",34,32,4,5,1,0,2,4,1,0,12,0,0,1,1,0,0,0,0.234,0.299,0.403,0.702,3,"12","R","K.Maeda(53)","SDP","Away"
118,118,"Aug 14","","PHI","W,7-4",40,32,7,10,1,0,1,6,5,0,7,1,0,2,1,2,2,0,0.235,0.3,0.403,0.703,9,"17","R","J.Eickhoff(53)","SDP","Home"
119,119,"Aug 15","","PHI","W,8-4",38,32,8,8,2,0,2,7,5,0,5,1,0,0,1,0,1,0,0.235,0.301,0.404,0.705,6,"13","R","M.Leiter(27)","SDP","Home"
120,120,"Aug 16","","PHI","W,3-0",33,30,3,7,3,0,0,2,3,0,16,0,0,0,0,1,5,0,0.235,0.301,0.403,0.704,6,"10","R","N.Pivetta(53)","SDP","Home"
121,121,"Aug 17","","WSN","L,1-2",36,34,1,8,3,0,0,1,1,0,7,1,0,0,0,1,1,0,0.235,0.301,0.403,0.703,8,"14","R","E.Jackson(60)","SDP","Home"
122,122,"Aug 18","","WSN","L,1-7",32,28,1,4,0,0,1,1,3,0,8,0,1,0,0,2,0,0,0.235,0.3,0.402,0.702,4,"13","L","M.Grace(59)","SDP","Home"
123,123,"Aug 19","","WSN","W,3-1",30,27,3,5,0,0,1,2,3,0,10,0,0,0,0,1,0,1,0.234,0.3,0.401,0.701,3,"13","R","S.Strasburg(63)","SDP","Home"
124,124,"Aug 20","","WSN","L,1-4",35,34,1,5,0,0,0,0,1,0,12,0,0,0,3,1,1,0,0.234,0.299,0.399,0.698,7,"15","L","G.Gonzalez(69)","SDP","Home"
125,125,"Aug 22","@","STL","W,12-4",45,37,12,11,2,0,2,12,4,1,8,3,1,0,0,0,0,0,0.234,0.3,0.4,0.7,6,"16","R","L.Lynn(47)","SDP","Away"
126,126,"Aug 23","@","STL","L,2-6",35,33,2,6,1,1,1,2,1,0,12,1,0,0,0,0,0,0,0.234,0.299,0.4,0.699,6,"12","R","L.Weaver(80)","SDP","Away"
127,127,"Aug 24","@","STL","W,4-3",42,35,4,10,2,0,0,3,5,1,9,1,0,1,1,1,1,0,0.234,0.3,0.399,0.699,11,"16","R","C.Martinez(61)","SDP","Away"
128,128,"Aug 25","@","MIA","L,6-8",37,35,6,9,2,0,2,6,1,0,9,0,0,1,0,0,0,0,0.234,0.3,0.4,0.7,4,"15","L","A.Conley(40)","SDP","Away"
129,129,"Aug 26","@","MIA","L,1-2",42,39,1,6,1,0,0,0,2,0,8,0,1,0,1,0,3,0,0.234,0.299,0.398,0.697,8,"16","R","O.Despaigne(61)","SDP","Away"
130,130,"Aug 27","@","MIA","L,2-6",36,31,2,7,1,0,1,2,3,0,8,0,2,0,0,0,0,0,0.233,0.299,0.397,0.696,7,"13","R","D.Straily(54)","SDP","Away"
131,131,"Aug 28","","SFG","L,0-3",29,29,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0.233,0.298,0.396,0.693,2,"14","R","J.Samardzija(86)","SDP","Home"
132,132,"Aug 29","","SFG","W,6-3",36,33,6,10,1,0,2,6,2,0,4,1,0,0,0,1,0,0,0.233,0.298,0.396,0.695,6,"14","L","M.Moore(32)","SDP","Home"
133,133,"Aug 30","","SFG","W,5-0",35,32,5,8,1,0,2,4,3,0,2,0,0,0,1,0,0,1,0.233,0.298,0.397,0.695,6,"15","L","T.Blach(46)","SDP","Home"
134,134,"Sep 1","","LAD","L,0-1",29,29,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0.232,0.297,0.395,0.692,2,"15","L","C.Kershaw(75)","SDP","Home"
135,135,"Sep 2 (1)","","LAD","W,6-5",40,31,6,7,2,1,1,6,8,1,9,0,0,1,0,0,2,0,0.232,0.298,0.395,0.693,9,"13","R","B.Stewart(55)","SDP","Home"
136,136,"Sep 2 (2)","","LAD","W,7-2",41,35,7,11,2,0,1,7,6,1,14,0,0,0,0,0,0,0,0.233,0.299,0.396,0.694,10,"15","R","Y.Darvish(25)","SDP","Home"
137,137,"Sep 3","","LAD","W,6-4",36,31,6,10,1,0,2,5,4,0,9,0,1,0,0,2,1,0,0.233,0.299,0.397,0.696,6,"12","L","A.Wood(46)","SDP","Home"
138,138,"Sep 4","","STL","L,0-2",33,30,0,3,0,0,0,0,3,0,10,0,0,0,1,1,0,0,0.233,0.299,0.395,0.693,6,"14","R","C.Martinez(88)","SDP","Home"
139,139,"Sep 5","","STL","L,4-8",35,32,4,9,1,0,1,3,3,0,8,0,0,0,0,2,1,0,0.233,0.299,0.395,0.694,4,"13","R","M.Wacha(47)","SDP","Home"
140,140,"Sep 6","","STL","L,1-3",36,30,1,5,0,0,1,1,6,0,9,0,0,0,0,2,0,0,0.232,0.299,0.394,0.693,8,"14","R","J.Flaherty(57)","SDP","Home"
141,141,"Sep 7","","STL","W,3-0",36,30,3,9,1,0,1,3,3,0,4,1,2,0,0,0,2,0,0.233,0.299,0.394,0.694,9,"14","R","L.Lynn(56)","SDP","Home"
142,142,"Sep 8","@","ARI","W,10-6",44,37,10,14,4,2,0,10,5,1,7,1,1,0,0,1,0,0,0.234,0.301,0.396,0.697,7,"16","L","P.Corbin(9)","SDP","Away"
143,143,"Sep 9","@","ARI","W,8-7",40,39,8,12,3,0,2,7,1,0,12,0,0,0,0,0,0,0,0.235,0.301,0.397,0.698,5,"15","R","Z.Godley(70)","SDP","Away"
144,144,"Sep 10","@","ARI","L,2-3",35,32,2,6,3,0,0,2,2,0,16,0,0,1,0,0,1,0,0.234,0.301,0.396,0.697,6,"14","L","R.Ray(66)","SDP","Away"
145,145,"Sep 12","@","MIN","L,0-16",33,31,0,4,0,0,0,0,2,0,8,0,0,0,1,1,0,0,0.234,0.3,0.395,0.694,6,"11","R","K.Gibson(70)","SDP","Away"
146,146,"Sep 13","@","MIN","L,1-3",39,36,1,7,2,0,1,1,3,0,8,0,0,0,0,0,1,1,0.233,0.299,0.394,0.694,8,"10","R","E.Santana(72)","SDP","Away"
147,147,"Sep 15","@","COL","L,1-6",36,34,1,7,1,0,1,1,2,0,6,0,0,0,2,2,0,0,0.233,0.299,0.394,0.693,8,"14","R","T.Chatwood(59)","SDP","Away"
148,148,"Sep 16","@","COL","L,0-16",32,29,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0.232,0.298,0.392,0.69,5,"16","L","T.Anderson(69)","SDP","Away"
149,149,"Sep 17","@","COL","W,4-3",38,34,4,8,2,0,1,3,3,0,13,1,0,0,0,2,1,0,0.232,0.299,0.392,0.69,7,"18","R","J.Gray(69)","SDP","Away"
150,150,"Sep 18","","ARI","W,4-2",32,26,4,4,2,0,2,4,5,1,6,1,0,0,1,1,0,2,0.232,0.299,0.392,0.691,4,"14","L","P.Corbin(43)","SDP","Home"
151,151,"Sep 19","","ARI","W,6-2",36,31,6,9,1,0,0,6,4,0,9,0,0,1,0,0,1,0,0.232,0.299,0.392,0.691,6,"14","R","Z.Godley(34)","SDP","Home"
152,152,"Sep 20","","ARI","L,7-13",43,38,7,12,0,0,5,7,5,0,8,0,0,0,0,1,3,0,0.233,0.3,0.394,0.694,9,"18","L","R.Ray(34)","SDP","Home"
153,153,"Sep 21","","COL","W,3-0",33,28,3,7,2,0,1,3,2,0,11,0,2,1,0,0,1,0,0.233,0.3,0.394,0.694,6,"11","L","T.Anderson(50)","SDP","Home"
154,154,"Sep 22","","COL","L,1-4",34,33,1,7,1,1,0,1,1,0,11,0,0,0,0,0,2,0,0.233,0.299,0.394,0.693,6,"14","R","J.Gray(65)","SDP","Home"
155,155,"Sep 23","","COL","W,5-0",38,34,5,12,3,0,0,4,2,0,9,1,0,1,0,0,1,1,0.234,0.3,0.394,0.694,9,"16","R","C.Bettis(47)","SDP","Home"
156,156,"Sep 24","","COL","L,4-8",35,32,4,8,3,0,3,4,3,0,10,0,0,0,0,1,0,1,0.234,0.3,0.395,0.696,4,"17","R","G.Marquez(49)","SDP","Home"
157,157,"Sep 25","@","LAD","L,3-9",35,33,3,6,2,0,0,2,0,0,13,2,0,0,0,0,0,0,0.234,0.3,0.395,0.694,5,"16","R","Y.Darvish(78)","SDP","Away"
158,158,"Sep 26","@","LAD","L,2-9",37,36,2,9,1,0,2,2,1,1,4,0,0,0,1,0,0,0,0.234,0.299,0.395,0.694,8,"15","L","A.Wood(48)","SDP","Away"
159,159,"Sep 27","@","LAD","L,0-10",34,30,0,3,1,0,0,0,3,0,14,0,1,0,1,0,0,0,0.233,0.299,0.393,0.692,7,"14","L","R.Hill(81)","SDP","Away"
160,160,"Sep 29","@","SFG","L,0-8",35,33,0,8,2,0,0,0,2,0,9,0,0,0,0,1,0,0,0.233,0.299,0.393,0.692,8,"16","R","C.Stratton(65)","SDP","Away"
161,161,"Sep 30","@","SFG","W,3-2",36,34,3,8,1,0,1,3,1,0,11,0,1,0,0,0,0,0,0.233,0.298,0.393,0.691,6,"15","R","M.Cain(66)","SDP","Away"
162,162,"Oct 1","@","SFG","L,4-5",39,37,4,12,2,1,1,4,2,0,5,0,0,0,0,2,1,0,0.234,0.299,0.393,0.692,8,"14","R","J.Cueto(29)","SDP","Away"
1,1,"Apr 3","@","HOU","L,0-3",34,29,0,3,0,0,0,0,4,0,8,1,0,0,0,1,0,0,0.103,0.235,0.103,0.339,7,"9","L","D.Keuchel(75)","SEA","Away"
2,2,"Apr 4","@","HOU","L,1-2",38,36,1,7,3,0,0,1,2,1,11,0,0,0,2,0,0,0,0.154,0.236,0.2,0.436,10,"10","R","L.McCullers(63)","SEA","Away"
3,3,"Apr 5","@","HOU","L,3-5",53,45,3,6,2,0,1,3,8,0,14,0,0,0,0,0,3,0,0.145,0.248,0.218,0.466,11,"9","R","C.Morton(56)","SEA","Away"
4,4,"Apr 6","@","HOU","W,4-2",38,33,4,7,0,0,1,4,4,0,8,1,0,0,0,1,1,0,0.161,0.264,0.238,0.502,7,"12","R","J.Musgrove(48)","SEA","Away"
5,5,"Apr 7","@","LAA","L,1-5",35,33,1,5,0,0,0,1,1,0,10,1,0,0,1,0,1,0,0.159,0.253,0.222,0.474,7,"9","R","J.Chavez(62)","SEA","Away"
6,6,"Apr 8","@","LAA","L,4-5",35,33,4,8,2,0,1,4,1,0,8,0,0,1,0,0,0,0,0.172,0.253,0.249,0.502,4,"9","R","R.Nolasco(58)","SEA","Away"
7,7,"Apr 9","@","LAA","L,9-10",39,33,9,7,2,0,2,8,2,0,5,2,0,1,1,0,1,1,0.178,0.258,0.277,0.535,3,"9","R","M.Shoemaker(26)","SEA","Away"
8,8,"Apr 10","","HOU","W,6-0",38,32,6,11,4,0,0,5,3,1,7,1,0,2,0,0,1,0,0.197,0.275,0.299,0.574,8,"10","R","C.Morton(45)","SEA","Home"
9,9,"Apr 11","","HOU","L,5-7",40,33,5,9,4,0,0,4,5,0,5,1,0,1,0,1,0,0,0.205,0.287,0.309,0.596,8,"10","R","J.Musgrove(43)","SEA","Home"
10,10,"Apr 12","","HOU","L,5-10",38,37,5,9,1,0,2,5,1,0,7,0,0,0,1,0,2,0,0.209,0.284,0.323,0.607,6,"9","R","M.Fiers(34)","SEA","Home"
11,11,"Apr 14","","TEX","W,2-1",34,30,2,9,0,0,1,2,4,0,7,0,0,0,0,3,1,0,0.217,0.292,0.329,0.621,8,"9","L","M.Perez(51)","SEA","Home"
12,12,"Apr 15","","TEX","W,5-0",34,30,5,8,3,1,1,5,3,0,4,1,0,0,1,3,0,0,0.22,0.297,0.344,0.641,5,"9","R","A.Cashner(43)","SEA","Home"
13,13,"Apr 16","","TEX","W,8-7",40,35,8,12,2,0,2,8,4,1,8,1,0,0,0,2,2,0,0.23,0.307,0.362,0.669,7,"11","L","C.Hamels(41)","SEA","Home"
14,14,"Apr 17","","MIA","W,6-1",35,32,6,8,2,0,3,6,3,1,7,0,0,0,0,0,1,0,0.231,0.308,0.378,0.685,5,"9","R","T.Koehler(30)","SEA","Home"
15,15,"Apr 18","","MIA","L,0-5",31,28,0,1,1,0,0,0,2,0,4,1,0,0,0,0,0,0,0.22,0.298,0.361,0.658,4,"12","L","W.Chen(77)","SEA","Home"
16,16,"Apr 19","","MIA","W,10-5",45,34,10,11,4,0,0,9,10,1,10,1,0,0,1,0,0,1,0.227,0.312,0.366,0.678,11,"10","R","E.Volquez(32)","SEA","Home"
17,17,"Apr 20","@","OAK","L,6-9",38,33,6,8,4,0,1,6,4,0,8,0,0,1,0,1,0,0,0.228,0.312,0.371,0.683,5,"9","R","C.Valdez(42)","SEA","Away"
18,18,"Apr 21","@","OAK","L,1-3",35,31,1,6,0,1,0,1,4,0,8,0,0,0,0,1,2,1,0.226,0.311,0.365,0.676,7,"10","L","S.Manaea(61)","SEA","Away"
19,19,"Apr 22","@","OAK","L,3-4",38,33,3,9,2,1,1,3,3,0,6,1,0,1,0,1,1,1,0.229,0.312,0.371,0.684,8,"10","R","J.Cotton(52)","SEA","Away"
20,20,"Apr 23","@","OAK","W,11-1",44,36,11,11,3,0,2,11,6,0,4,1,1,0,0,0,1,0,0.233,0.318,0.381,0.7,6,"9","R","A.Triggs(32)","SEA","Away"
21,21,"Apr 25","@","DET","L,9-19",48,38,9,16,0,0,3,9,7,0,1,1,0,2,0,3,1,0,0.243,0.329,0.396,0.726,12,"10","R","J.Zimmermann(31)","SEA","Away"
22,22,"Apr 26","@","DET","W,8-0",46,43,8,15,4,0,2,7,3,0,10,0,0,0,1,0,3,0,0.249,0.333,0.407,0.74,11,"9","L","D.Norris(30)","SEA","Away"
23,23,"Apr 27","@","DET","W,2-1",35,33,2,7,2,0,0,2,2,0,12,0,0,0,1,1,0,0,0.247,0.33,0.401,0.731,6,"11","R","J.Verlander(71)","SEA","Away"
24,24,"Apr 28","@","CLE","W,3-1",31,31,3,6,2,0,2,3,0,0,8,0,0,0,0,1,0,1,0.245,0.325,0.403,0.728,1,"9","R","C.Carrasco(65)","SEA","Away"
25,25,"Apr 29","@","CLE","L,3-4",34,30,3,3,1,0,2,3,4,0,12,0,0,0,0,0,0,0,0.24,0.321,0.401,0.721,4,"13","R","D.Salazar(58)","SEA","Away"
26,26,"Apr 30","@","CLE","L,4-12",35,33,4,10,2,0,1,4,2,0,6,0,0,0,0,3,0,0,0.243,0.322,0.403,0.724,4,"12","R","J.Tomlin(37)","SEA","Away"
27,27,"May 2","","LAA","L,4-6",47,39,4,7,1,0,1,4,6,0,11,1,1,0,0,0,2,0,0.24,0.321,0.398,0.718,10,"11","R","M.Shoemaker(49)","SEA","Home"
28,28,"May 3","","LAA","W,8-7",38,34,8,12,4,0,2,8,3,1,13,0,1,0,0,1,1,0,0.244,0.324,0.407,0.73,6,"11","R","R.Nolasco(35)","SEA","Home"
29,29,"May 4","","LAA","W,11-3",43,37,11,16,3,0,1,10,4,0,8,2,0,0,0,2,1,1,0.251,0.331,0.414,0.745,8,"9","R","A.Meyer(23)","SEA","Home"
30,30,"May 5","","TEX","L,1-3",52,44,1,11,1,0,1,1,7,1,8,0,1,0,0,3,0,1,0.251,0.332,0.411,0.742,12,"11","R","Y.Darvish(62)","SEA","Home"
31,31,"May 6","","TEX","W,8-2",41,36,8,14,2,0,0,8,2,0,5,1,1,1,2,2,0,0,0.256,0.335,0.412,0.747,9,"10","L","M.Perez(51)","SEA","Home"
32,32,"May 7","","TEX","W,4-3",34,28,4,6,0,0,1,4,6,0,6,0,0,0,0,2,0,0,0.255,0.335,0.409,0.745,6,"12","R","A.Cashner(62)","SEA","Home"
33,33,"May 9","@","PHI","W,10-9",50,45,10,16,3,0,2,9,5,1,6,0,0,0,2,0,0,0,0.259,0.339,0.415,0.754,13,"18","R","J.Eickhoff(24)","SEA","Away"
34,34,"May 10","@","PHI","W,11-6",51,41,11,16,2,1,2,11,7,1,6,1,0,2,0,0,0,0,0.263,0.344,0.423,0.767,13,"17","R","Z.Eflin(46)","SEA","Away"
35,35,"May 11","@","TOR","L,2-7",37,33,2,6,3,0,1,2,4,0,10,0,0,0,0,0,0,0,0.261,0.342,0.421,0.763,8,"9","R","M.Estrada(61)","SEA","Away"
36,36,"May 12","@","TOR","L,0-4",34,34,0,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0.259,0.339,0.417,0.755,7,"9","R","J.Biagini(62)","SEA","Away"
37,37,"May 13","@","TOR","L,2-7",40,36,2,12,2,0,0,2,4,0,11,0,0,0,0,2,2,1,0.262,0.34,0.416,0.756,11,"11","R","M.Stroman(55)","SEA","Away"
38,38,"May 14","@","TOR","L,2-3",35,32,2,6,1,0,1,1,3,0,8,0,0,0,0,0,0,1,0.26,0.338,0.414,0.752,6,"9","R","A.Sanchez(57)","SEA","Away"
39,39,"May 15","","OAK","W,6-5",35,28,6,4,0,0,2,6,7,0,12,0,0,0,1,1,1,0,0.257,0.338,0.412,0.75,5,"9","L","S.Manaea(49)","SEA","Home"
40,40,"May 16","","OAK","L,6-9",38,33,6,9,0,0,2,5,2,0,8,3,0,0,1,1,1,2,0.258,0.338,0.413,0.752,5,"10","R","A.Triggs(62)","SEA","Home"
41,41,"May 17","","OAK","W,4-0",34,29,4,6,0,1,0,4,3,0,8,0,1,1,1,0,0,0,0.257,0.337,0.411,0.748,6,"9","R","J.Hahn(47)","SEA","Home"
42,42,"May 18","","CHW","W,5-4",38,33,5,8,0,0,2,5,5,1,4,0,0,0,0,1,2,0,0.256,0.337,0.411,0.748,7,"10","R","D.Covey(44)","SEA","Home"
43,43,"May 19","","CHW","L,1-2",33,31,1,1,0,1,0,1,1,0,9,0,0,1,2,0,0,0,0.252,0.332,0.404,0.736,2,"9","L","J.Quintana(82)","SEA","Home"
44,44,"May 20","","CHW","L,1-16",31,28,1,5,1,0,0,1,3,0,3,0,0,0,0,4,0,0,0.25,0.33,0.401,0.731,3,"11","R","M.Pelfrey(63)","SEA","Home"
45,45,"May 21","","CHW","L,1-8",32,29,1,6,0,0,1,1,3,0,6,0,0,0,0,3,0,0,0.249,0.329,0.399,0.728,4,"9","L","D.Holland(70)","SEA","Home"
46,46,"May 23","@","WSN","L,1-10",30,30,1,5,0,0,1,1,0,0,6,0,0,0,0,2,0,0,0.248,0.327,0.396,0.723,2,"12","R","J.Ross(74)","SEA","Away"
47,47,"May 24","@","WSN","L,1-5",35,35,1,9,2,0,0,1,0,0,9,0,0,0,0,1,0,0,0.248,0.325,0.395,0.72,7,"13","R","T.Roark(65)","SEA","Away"
48,48,"May 25","@","WSN","W,4-2",39,33,4,9,1,0,1,4,6,0,13,0,0,0,0,2,0,1,0.248,0.327,0.395,0.721,8,"16","L","G.Gonzalez(58)","SEA","Away"
49,49,"May 26","@","BOS","L,0-3",34,31,0,6,1,0,0,0,3,0,6,0,0,0,0,1,1,0,0.247,0.325,0.391,0.717,7,"9","L","E.Rodriguez(63)","SEA","Away"
50,50,"May 27","@","BOS","L,0-6",32,32,0,5,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0.246,0.323,0.387,0.71,5,"9","L","B.Johnson(85)","SEA","Away"
51,51,"May 28","@","BOS","W,5-0",41,40,5,16,5,0,2,4,1,0,7,0,0,0,0,1,0,2,0.249,0.325,0.394,0.718,9,"9","R","R.Porcello(48)","SEA","Away"
52,52,"May 29","@","COL","W,6-5",43,36,6,10,3,0,0,5,6,2,8,1,0,0,0,1,0,0,0.25,0.326,0.393,0.719,10,"18","R","T.Chatwood(25)","SEA","Away"
53,53,"May 30","@","COL","W,10-4",46,42,10,19,3,1,2,9,4,0,6,0,0,0,0,3,1,0,0.255,0.33,0.4,0.73,9,"16","L","T.Anderson(22)","SEA","Away"
54,54,"May 31","","COL","W,5-0",35,32,5,10,2,0,0,5,2,0,9,0,0,1,0,1,0,0,0.256,0.33,0.4,0.73,6,"9","R","A.Senzatela(46)","SEA","Home"
55,55,"Jun 1","","COL","L,3-6",41,33,3,9,1,0,1,3,4,0,6,3,0,1,0,1,0,0,0.256,0.331,0.4,0.731,11,"11","L","K.Freeland(53)","SEA","Home"
56,56,"Jun 2","","TBR","W,12-4",41,35,12,11,3,0,2,12,5,0,6,0,0,1,1,0,0,0,0.257,0.333,0.403,0.736,5,"11","R","J.Odorizzi(26)","SEA","Home"
57,57,"Jun 3","","TBR","W,9-2",38,36,9,16,2,0,2,9,2,0,7,0,0,0,0,2,1,0,0.26,0.335,0.408,0.743,5,"11","R","A.Cobb(4)","SEA","Home"
58,58,"Jun 4","","TBR","W,7-1",36,34,7,11,1,0,1,6,2,0,8,0,0,0,0,1,1,0,0.262,0.335,0.409,0.744,5,"10","R","E.Ramirez(38)","SEA","Home"
59,59,"Jun 6","","MIN","W,12-3",42,35,12,12,2,0,2,12,5,0,10,1,0,1,0,0,1,0,0.263,0.337,0.411,0.749,6,"11","L","H.Santiago(32)","SEA","Home"
60,60,"Jun 7","","MIN","W,6-5",35,30,6,5,0,0,4,6,3,0,7,1,0,1,0,0,0,0,0.262,0.336,0.414,0.75,3,"11","L","A.Mejia(53)","SEA","Home"
61,61,"Jun 8","","MIN","L,1-2",36,31,1,7,0,1,0,1,3,0,7,0,1,1,0,0,0,0,0.261,0.335,0.412,0.747,8,"9","R","K.Gibson(59)","SEA","Home"
62,62,"Jun 9","","TOR","W,4-2",33,30,4,7,2,0,0,4,3,1,6,0,0,0,0,0,2,0,0.261,0.335,0.41,0.745,5,"10","R","J.Biagini(58)","SEA","Home"
63,63,"Jun 10","","TOR","L,2-4",36,35,2,8,0,0,0,1,0,0,9,1,0,0,0,0,1,0,0.26,0.333,0.407,0.741,7,"12","R","M.Stroman(65)","SEA","Home"
64,64,"Jun 11","","TOR","L,0-4",38,36,0,9,2,0,0,0,2,0,12,0,0,0,0,0,1,0,0.26,0.333,0.406,0.738,11,"10","L","J.Happ(67)","SEA","Home"
65,65,"Jun 12","@","MIN","W,14-3",51,45,14,19,2,0,2,14,4,1,8,0,0,2,1,0,0,0,0.263,0.335,0.409,0.745,10,"9","L","A.Mejia(11)","SEA","Away"
66,66,"Jun 13","@","MIN","L,7-20",41,41,7,14,6,0,1,7,0,0,6,0,0,0,0,0,0,0,0.265,0.335,0.412,0.748,7,"9","R","K.Gibson(28)","SEA","Away"
67,67,"Jun 14","@","MIN","W,6-4",44,40,6,12,1,0,2,6,1,0,9,3,0,0,1,0,0,0,0.265,0.336,0.413,0.749,11,"9","R","E.Santana(33)","SEA","Away"
68,68,"Jun 15","@","MIN","L,2-6",33,32,2,6,1,0,0,2,1,0,6,0,0,0,0,1,1,0,0.264,0.334,0.411,0.745,4,"9","R","J.Berrios(69)","SEA","Away"
69,69,"Jun 16","@","TEX","L,4-10",36,33,4,7,0,0,1,3,3,0,8,0,0,0,0,1,1,0,0.263,0.333,0.409,0.743,5,"11","R","T.Ross(59)","SEA","Away"
70,70,"Jun 17","@","TEX","L,4-10",38,36,4,9,2,0,1,4,2,0,12,0,0,0,0,0,0,0,0.263,0.333,0.409,0.742,7,"9","L","M.Perez(41)","SEA","Away"
71,71,"Jun 18","@","TEX","W,7-3",41,36,7,11,4,0,1,5,3,0,10,2,0,0,1,0,2,1,0.264,0.334,0.41,0.744,7,"10","R","Y.Darvish(36)","SEA","Away"
